IDRSSD,FDIC Certificate Number,OCC Charter Number,OTS Docket Number,Primary ABA Routing Number,Financial Institution Name,Financial Institution Name Cleaned,Financial Institution Address,Financial Institution City,Financial Institution State,Financial Institution Zip Code,Financial Institution Zip Code 5,Financial Institution Filing Type,Last Date/Time Submission Updated On
58243,20296,0,0,75911852,JOHNSON BANK,JOHNSON BANK,555 MAIN STREET ,RACINE,WI,53403,53403,41,2014-10-30T17:39:53
58355,9733,0,0,91208141,VANTAGE BANK,VANTAGE BANK,202 MAIN STREET ,KENT,MN,56553,56553,41,2014-10-23T09:59:58
58551,421,0,0,103109581,SECURITY STATE BANK,SECURITY STATE BANK,402 BROADWAY ,CHEYENNE,OK,73628,73628,41,2014-10-02T15:29:10
58636,11448,0,11294,65303328,CENTURY BANK,CENTURY BANK,4282 MAIN STREET ,LUCEDALE,MS,39452,39452,41,2014-10-27T13:19:35
58757,1409,0,0,91208138,KENSINGTON BANK,KENSINGTON BANK,11 N. CENTRAL AVENUE ,KENSINGTON,MN,56343,56343,41,2014-10-29T15:36:40
58971,1281,0,0,125100089,WASHINGTON TRUST BANK,WASHINGTON TRUST BANK,717 WEST SPRAGUE AVENUE ,SPOKANE,WA,99201,99201,41,2014-10-30T14:11:59
59316,698,0,0,31308548,WAYNE BANK,WAYNE BANK,717 MAIN STREET ,HONESDALE,PA,18431,18431,41,2014-10-30T13:23:39
59352,3127,5484,0,111902819,CITIZENS NATIONAL BANK,CITIZENS NATIONAL BANK,118 SOUTH HOUSTON STREET ,CAMERON,TX,76520,76520,41,2014-10-27T10:15:33
59370,30680,705740,5740,252172485,FIRST SHORE FEDERAL SAVINGS AND LOAN ASSOCIATION,FIRST SHORE FEDERAL SAVINGS AND LOAN ASSOCIATION,106 SOUTH DIVISION STREET ,SALISBURY,MD,21801,21801,41,2014-10-30T15:49:37
"59754,2317,0,0,103109206,""BANK OF WYANDOTTE, THE"",BANK OF WYANDOTTE,MAIN STREET AT BROADWAY ,WYANDOTTE,OK,74370,74370,41,2014-10-08T14:11:33"
60143,983,0,0,111000753,COMERICA BANK,COMERICA BANK,1717 MAIN STREET ,DALLAS,TX,75201,75201,31,2014-10-30T17:29:47
60330,22537,0,13233,62203010,PEOPLES BANK OF ALABAMA,PEOPLES BANK OF ALABAMA,1912 CHEROKEE AVENUE SOUTH WEST ,CULLMAN,AL,35055,35055,41,2014-10-29T13:03:08
"60545,963,0,0,73903493,""HOME TRUST & SAVINGS BANK, THE"",HOME TRUST AND SAVINGS BANK,628 MAIN STREET ,OSAGE,IA,50461,50461,41,2014-10-29T18:14:10"
60554,10162,0,0,91204404,FIRST STATE BANK MINNESOTA,FIRST STATE BANK MINNESOTA,102 W. MAIN STREET ,LE ROY,MN,55951,55951,41,2014-10-22T13:20:54
60648,4324,10465,0,74907126,FIRST NATIONAL BANK,FIRST NATIONAL BANK,302 SOUTH MAIN STREET ,CLOVERDALE,IN,46120,46120,41,2014-10-24T10:23:55
61122,4857,0,10579,52100987,FIRST UNITED BANK & TRUST,FIRST UNITED BANK AND TRUST,19 SOUTH SECOND STREET ,OAKLAND,MD,21550,21550,41,2014-10-30T08:21:44
61177,30695,705760,5760,304971974,HOME FEDERAL SAVINGS AND LOAN ASSOCIATION OF NEBRASKA,HOME FEDERAL SAVINGS AND LOAN ASSOCIATION OF NEBRASKA,201 WEST 7TH STREET ,LEXINGTON,NE,68850,68850,41,2014-10-29T01:03:29
61355,6063,23771,0,91408899,CORTRUST BANK NATIONAL ASSOCIATION,CORTRUST BANK NATIONAL ASSOCIATION,100 EAST HAVENS & MAIN ,MITCHELL,SD,57301,57301,41,2014-10-24T17:56:57
61476,26590,0,13875,211373584,PILGRIM BANK,PILGRIM BANK,40 S. MAIN STR ,COHASSET,MA,2025,2025,41,2014-10-30T09:38:02
61757,8843,15037,0,91903051,AMERICAN HERITAGE NATIONAL BANK,AMERICAN HERITAGE NATIONAL BANK,24 SECOND ST. SOUTH ,LONG PRAIRIE,MN,56347,56347,41,2014-10-23T15:57:28
"61832,3579,13102,16000,63104312,""FIRST NATIONAL BANK OF MOUNT DORA, THE"",FIRST NATIONAL BANK OF MOUNT DORA,714 NORTH DONNELLY STREET ,MOUNT DORA,FL,32757,32757,41,2014-10-29T15:54:16"
"61953,4071,6879,0,103103600,""FIRST NATIONAL BANK OF COWETA, THE"",FIRST NATIONAL BANK OF COWETA,106 SOUTH BROADWAY ,COWETA,OK,74429,74429,41,2014-10-28T09:56:37"
62044,21342,0,0,83902439,SEBREE DEPOSIT BANK,SEBREE DEPOSIT BANK,7079 STATE ROUTE 56 EAST ,SEBREE,KY,42455,42455,41,2014-10-28T12:53:49
"62110,26622,24920,0,0,""ROCKEFELLER TRUST COMPANY, NATIONAL ASSOCIATION"",""ROCKEFELLER TRUST COMPANY, NATIONAL ASSOCIATION"",10 ROCKEFELLER PLAZA ,NEW YORK,NY,10020,10020,41,2014-10-30T15:05:27"
62147,12512,0,0,75906702,COMMUNITY FIRST BANK,COMMUNITY FIRST BANK,275 WEST GRAND AVENUE ,ROSHOLT,WI,54473,54473,41,2014-10-30T17:42:51
62772,30698,0,0,264171209,FIRST ADVANTAGE BANK,FIRST ADVANTAGE BANK,1430 MADISON STREET ,CLARKSVILLE,TN,37040,37040,41,2014-10-17T14:39:24
"63050,17959,0,0,102104927,""DOLORES STATE BANK, THE"",DOLORES STATE BANK,101 SOUTH 6TH ,DOLORES,CO,81323,81323,41,2014-10-22T10:46:26"
63069,17281,14695,0,122016066,CITY NATIONAL BANK,CITY NATIONAL BANK,400 NORTH ROXBURY DRIVE ,BEVERLY HILLS,CA,90210,90210,31,2014-10-30T20:50:43
63201,6954,412,0,21306547,CAYUGA LAKE NATIONAL BANK,CAYUGA LAKE NATIONAL BANK,165 CAYUGA STREET ,UNION SPRINGS,NY,13160,13160,41,2014-10-21T08:15:40
63573,26487,0,13294,211373063,WALPOLE CO-OPERATIVE BANK,WALPOLE CO-OPERATIVE BANK,982 MAIN STREET ,WALPOLE,MA,2081,2081,41,2014-10-27T12:24:27
63733,1711,0,0,64102740,CITIZENS BANK,CITIZENS BANK,400 HIGHWAY 52 BYPASS WEST ,LAFAYETTE,TN,37083,37083,41,2014-10-30T16:50:49
63742,12781,0,0,75906854,HOMETOWN BANK,HOMETOWN BANK,80 SHEBOYGAN STREET ,FOND DU LAC,WI,54935,54935,41,2014-10-24T10:17:15
63751,15009,0,0,101110608,TOWANDA STATE BANK,TOWANDA STATE BANK,400 MAIN STREET ,TOWANDA,KS,67144,67144,41,2014-10-29T23:28:36
64150,8718,0,0,102301636,WYOMING BANK & TRUST,WYOMING BANK AND TRUST,5827 YELLOWSTONE ROAD ,CHEYENNE,WY,82009,82009,41,2014-11-05T16:44:15
64543,15714,0,0,81304822,BLOOMFIELD STATE BANK,BLOOMFIELD STATE BANK,48 NORTH WASHINGTON STREET ,BLOOMFIELD,IN,47424,47424,41,2014-10-27T12:21:27
64552,11521,0,0,103012966,BANK2,BANK2,909 SOUTH  MERIDIAN AVENUE ,OKLAHOMA CITY,OK,73108,73108,41,2014-10-29T17:48:26
64730,9069,0,14826,61110557,FARMERS & MERCHANTS BANK,FARMERS AND MERCHANTS BANK,100 SOUTH MADISON AVENUE ,EATONTON,GA,31024,31024,41,2014-10-21T09:06:48
"65205,16636,0,12135,211174165,""TORRINGTON SAVINGS BANK, THE"",TORRINGTON SAVINGS BANK,129 MAIN STREET BOX 478,TORRINGTON,CT,6790,6790,41,2014-10-28T14:54:21"
65241,14980,0,0,73921653,CLARKE COUNTY STATE BANK,CLARKE COUNTY STATE BANK,139 SOUTH MAIN STREET ,OSCEOLA,IA,50213,50213,41,2014-10-06T15:40:16
65513,26633,20547,0,26010773,DELTA NATIONAL BANK AND TRUST COMPANY,DELTA NATIONAL BANK AND TRUST COMPANY,650 FIFTH AVE 26 FL ,NEW YORK,NY,10019,10019,31,2014-10-29T15:37:46
65559,15562,0,0,91408763,PIONEER BANK & TRUST,PIONEER BANK AND TRUST,700 STATE STREET ,BELLE FOURCHE,SD,57717,57717,41,2014-11-05T13:55:43
65746,5840,0,0,83901621,CITIZENS UNION BANK OF SHELBYVILLE,CITIZENS UNION BANK OF SHELBYVILLE,1854 MIDLAND TRAIL ,SHELBYVILLE,KY,40065,40065,41,2014-10-29T14:39:56
65858,4789,0,0,101100579,EMPRISE BANK,EMPRISE BANK,257 NORTH BROADWAY ,WICHITA,KS,67202,67202,41,2014-10-29T11:46:07
66154,6101,0,0,84303639,DECATUR COUNTY BANK,DECATUR COUNTY BANK,56 NORTH PLEASANT STREET ,DECATURVILLE,TN,38329,38329,41,2014-10-24T17:47:37
66275,29332,0,3294,262283665,FIRST SOUTHERN BANK,FIRST SOUTHERN BANK,301 SOUTH COURT STREET ,FLORENCE,AL,35630,35630,41,2014-10-30T11:30:03
66677,28346,701409,1409,242071017,CINCINNATI FEDERAL SAVINGS AND LOAN ASSOCIATION,CINCINNATI FEDERAL SAVINGS AND LOAN ASSOCIATION,6581 HARRISON AVE 3RD FL ,CINCINNATI,OH,45247,45247,41,2014-10-16T16:39:30
67142,13113,0,0,81303920,PEOPLES TRUST AND SAVINGS BANK,PEOPLES TRUST AND SAVINGS BANK,132 SOUTH THIRD STREET ,BOONVILLE,IN,47601,47601,41,2014-10-21T14:09:08
67151,20156,0,0,103001469,KIRKPATRICK BANK,KIRKPATRICK BANK,15 EAST 15TH STREET ,EDMOND,OK,73013,73013,41,2014-10-28T16:54:47
67209,90251,0,8496,211371502,NEWBURYPORT FIVE CENTS SAVINGS BANK,NEWBURYPORT FIVE CENTS SAVINGS BANK,63 STATE STREET ,NEWBURYPORT,MA,1950,1950,41,2014-10-29T14:55:06
67254,27010,0,0,102006012,YOUNG AMERICANS BANK,YOUNG AMERICANS BANK,3550 EAST 1ST AVENUE ,DENVER,CO,80206,80206,41,2014-11-14T11:31:49
"67311,13675,14579,0,41200555,""FIRSTMERIT BANK, N.A."",""FIRSTMERIT BANK, NATIONAL ASSOCIATION"",106 S MAIN ST ,AKRON,OH,443081444,44308,41,2014-10-28T15:16:57"
67656,32629,708547,8547,91406833,FIRST SAVINGS BANK,FIRST SAVINGS BANK,201 N. 3RD STREET ,BERESFORD,SD,57004,57004,41,2014-10-27T10:19:57
67870,29331,703293,3293,261270789,THOMAS COUNTY FEDERAL SAVINGS & LOAN ASSOCIATION,THOMAS COUNTY FEDERAL SAVINGS AND LOAN ASSOCIATION,131 SOUTH DAWSON STREET ,THOMASVILLE,GA,317925506,31792,41,2014-10-29T15:04:04
"68345,1884,0,0,83901414,""PEOPLES BANK OF BULLITT COUNTY, THE"",PEOPLES BANK OF BULLITT COUNTY,1612 HIGHWAY 44 EAST ,SHEPHERDSVILLE,KY,40165,40165,41,2014-10-28T15:34:35"
68448,5325,11463,0,75902120,UNION NATIONAL BANK & TRUST COMPANY,UNION NATIONAL BANK AND TRUST COMPANY,124 WEST OAK STREET ,SPARTA,WI,54656,54656,41,2014-10-17T14:38:52
"68671,31864,707547,7547,265371066,""GRAND BANK FOR SAVINGS, F.S.B."",""GRAND BANK FOR SAVINGS, F.S.B."",204 WESTOVER DRIVE ,HATTIESBURG,MS,39402,39402,41,2014-10-27T15:59:57"
"68756,11522,23516,0,103107392,LIBERTY NATIONAL BANK,LIBERTY NATIONAL BANK,""629 SW C AVENUE, SUITE B "",LAWTON,OK,73501,73501,41,2014-11-05T14:48:49"
68831,10594,0,0,65304327,BANK OF FRANKLIN,BANK OF FRANKLIN,9 MAIN STREET ,MEADVILLE,MS,39653,39653,41,2014-10-22T17:06:02
68840,15177,0,0,75902816,UNION BANK & TRUST COMPANY,UNION BANK AND TRUST COMPANY,2 EAST MAIN STREET ,EVANSVILLE,WI,535361122,53536,41,2014-10-31T11:57:03
"68859,3014,2637,0,102100552,""FIRST NATIONAL BANK OF DURANGO, THE"",FIRST NATIONAL BANK OF DURANGO,259 WEST NINTH STREET ,DURANGO,CO,81301,81301,41,2014-10-24T15:11:13"
68943,15484,0,0,73901288,TRUBANK,TRUBANK,302 SOUTH MARKET STREET ,OSKALOOSA,IA,52577,52577,41,2014-10-16T15:46:12
"69333,4993,7266,0,65300211,""CITIZENS NATIONAL BANK OF MERIDIAN, THE"",CITIZENS NATIONAL BANK OF MERIDIAN,512 22ND AVENUE ,MERIDIAN,MS,39301,39301,41,2014-10-28T17:13:11"
69678,2987,3956,0,123300153,BAKER BOYER NATIONAL BANK,BAKER BOYER NATIONAL BANK,7 WEST MAIN STREET ,WALLA WALLA,WA,99362,99362,41,2014-10-23T13:08:38
70049,13147,0,0,74905380,COMMUNITY BANK,COMMUNITY BANK,830 LOGAN STREET ,NOBLESVILLE,IN,46060,46060,41,2014-10-23T13:51:28
"70058,1480,0,0,84302232,""FARMERS & MERCHANTS BANK, THE"",FARMERS AND MERCHANTS BANK,110 SOUTH MAIN ,DYER,TN,38330,38330,41,2014-10-30T12:10:25"
70218,23373,0,10769,26002752,UNITED ORIENT BANK,UNITED ORIENT BANK,10 CHATHAM SQUARE ,NEW YORK,NY,10013,10013,41,2014-10-29T10:26:47
"70414,7666,7005,0,31312835,""NORTHUMBERLAND NATIONAL BANK, THE"",NORTHUMBERLAND NATIONAL BANK,245 FRONT STREET ,NORTHUMBERLAND,PA,17857,17857,41,2014-10-29T12:08:05"
70638,9366,0,12640,65303467,PEOPLES BANK,PEOPLES BANK,160 EAST MAUD AVENUE ,MENDENHALL,MS,39114,39114,41,2014-10-20T12:55:39
70955,13696,0,0,104112917,NEBRASKA STATE BANK,NEBRASKA STATE BANK,301 PRAIRIE AVENUE ,BRISTOW,NE,68719,68719,41,2014-10-15T12:13:22
71073,28349,701412,1412,241271614,HOME FEDERAL SAVINGS AND LOAN ASSOCIATION OF NILES OHIO,HOME FEDERAL SAVINGS AND LOAN ASSOCIATION OF NILES OHIO,55 N MAIN ST ,NILES,OH,44446,44446,41,2014-10-25T10:52:55
"71318,7464,661,0,31908074,""DNB FIRST, NATIONAL ASSOCIATION"",""DNB FIRST, NATIONAL ASSOCIATION"",4 BRANDYWINE AVENUE ,DOWNINGTOWN,PA,19335,19335,41,2014-10-30T12:14:03"
71457,18748,0,0,104106693,BRUNING STATE BANK,BRUNING STATE BANK,104 MAIN STREET ,BRUNING,NE,68322,68322,41,2014-10-15T16:52:04
71859,13959,0,0,101110802,CBW BANK,CBW BANK,109 EAST MAIN STREET ,WEIR,KS,66781,66781,41,2014-10-21T15:08:12
"72258,12591,0,0,102301542,""CONVERSE COUNTY BANK, THE"",CONVERSE COUNTY BANK,322 EAST WALNUT STREET ,DOUGLAS,WY,82633,82633,41,2014-10-29T13:20:08"
72351,16941,0,0,101104342,FARMERS STATE BANK,FARMERS STATE BANK,211 EAST SAINT JOSEPH STREET ,WATHENA,KS,66090,66090,41,2014-10-14T12:02:22
72454,8210,0,0,91907578,FREEPORT STATE BANK,FREEPORT STATE BANK,111 MAIN STREET EAST ,FREEPORT,MN,56331,56331,41,2014-10-16T10:08:06
72678,28348,0,1411,243270671,BELMONT SAVINGS BANK,BELMONT SAVINGS BANK,3301 GUERNSEY STREET ,BELLAIRE,OH,43906,43906,41,2014-10-30T16:49:59
73116,17123,0,13184,231175759,ARTISANS' BANK,ARTISANS' BANK,2961 CENTERVILLE ROAD ,WILMINGTON,DE,19808,19808,41,2014-10-22T08:08:06
"73152,4097,9767,0,103102342,""FARMERS AND MERCHANTS NATIONAL BANK OF FAIRVIEW, THE"",FARMERS AND MERCHANTS NATIONAL BANK OF FAIRVIEW,312 NORTH MAIN STREET ,FAIRVIEW,OK,73737,73737,41,2014-10-16T11:48:40"
73554,1992,0,0,104913190,PATHWAY BANK,PATHWAY BANK,306 SOUTH HIGH STREET ,CAIRO,NE,68824,68824,41,2014-10-30T13:53:21
73956,12422,0,0,101101057,SECURITY STATE BANK,SECURITY STATE BANK,101 NORTH WASHINGTON AVENUE ,WELLINGTON,KS,67152,67152,41,2014-11-12T12:18:53
74056,16707,0,0,104113738,SOUTH CENTRAL STATE BANK,SOUTH CENTRAL STATE BANK,673 BROAD STREET ,CAMPBELL,NE,68932,68932,41,2014-10-24T14:26:49
74140,1005,0,14121,72403004,ISABELLA BANK,ISABELLA BANK,139 EAST BROADWAY ,MOUNT PLEASANT,MI,48858,48858,41,2014-10-30T09:31:24
"74159,1682,0,0,91402578,""DAKOTA STATE BANK OF BLUNT, SOUTH DAKOTA, THE"",""DAKOTA STATE BANK OF BLUNT, SOUTH DAKOTA"",211 N. MAIN ST. ,BLUNT,SD,57522,57522,41,2014-10-17T11:45:54"
74403,17960,0,13444,211470225,MERRIMACK COUNTY SAVINGS BANK,MERRIMACK COUNTY SAVINGS BANK,89 NORTH MAIN STREET BOX 2826,CONCORD,NH,3301,3301,41,2014-10-30T15:43:27
74449,14400,14150,0,75906977,FIRST NATIONAL BANK IN TIGERTON,FIRST NATIONAL BANK IN TIGERTON,140 CEDAR STREET ,TIGERTON,WI,54486,54486,41,2014-10-26T19:45:35
75053,5151,0,0,91902353,FIRST MINNESOTA BANK,FIRST MINNESOTA BANK,4625 COUNTY ROAD 101 ,MINNETONKA,MN,55345,55345,41,2014-10-30T17:31:05
"75259,12484,0,0,103112015,FIRST OKLAHOMA BANK,FIRST OKLAHOMA BANK,""2448 EAST 81ST STREET, SUITE 5700 "",TULSA,OK,74137,74137,41,2014-10-30T12:51:51"
75446,9099,0,0,73900690,SOUTH OTTUMWA SAVINGS BANK,SOUTH OTTUMWA SAVINGS BANK,320 CHURCH STREET ,OTTUMWA,IA,52501,52501,41,2014-10-30T15:20:13
"75455,10187,0,0,91215817,""NORTHERN STATE BANK OF GONVICK, THE"",NORTHERN STATE BANK OF GONVICK,SECOND AND MAIN STREETS ,GONVICK,MN,56644,56644,41,2014-10-13T03:34:38"
"75558,3086,3286,0,111304912,""FIRST BANK TEXAS, SSB"",""FIRST BANK TEXAS, SSB"",244 MARKET STREET ,BAIRD,TX,79504,79504,41,2014-11-12T07:35:07"
75633,16571,14583,0,71000288,BMO HARRIS BANK NATIONAL ASSOCIATION,BMO HARRIS BANK NATIONAL ASSOCIATION,111 WEST MONROE ,CHICAGO,IL,60603,60603,31,2014-10-30T18:20:01
75651,1993,0,0,104909201,CERESCOBANK,CERESCOBANK,130 WEST ELM ,CERESCO,NE,68017,68017,41,2014-10-27T18:48:41
76135,20290,0,0,71925509,HIGHLAND COMMUNITY BANK,HIGHLAND COMMUNITY BANK,1701 WEST 87TH STREET ,CHICAGO,IL,60620,60620,41,2014-10-30T10:27:46
76153,16953,0,0,104909942,BANK OF CLARKS,BANK OF CLARKS,301 NORTH GREEN STREET ,CLARKS,NE,68628,68628,41,2014-10-16T16:24:34
"76443,1566,0,0,83903690,""PEOPLES BANK, THE"",PEOPLES BANK,23 WEST MAIN STREET ,TAYLORSVILLE,KY,40071,40071,41,2014-10-28T16:26:05"
76854,22065,0,0,103912875,GRAND BANK,GRAND BANK,4200 EAST SKELLY DRIVE ,TULSA,OK,74135,74135,41,2014-10-29T13:04:04
77150,15621,0,0,91216243,FIRST FARMERS & MERCHANTS STATE BANK OF GRAND MEADOW,FIRST FARMERS AND MERCHANTS STATE BANK OF GRAND MEADOW,105 NORTH MAIN STREET ,GRAND MEADOW,MN,55936,55936,41,2014-10-27T09:59:19
"77253,15345,14351,0,114903174,""HONDO NATIONAL BANK, THE"",HONDO NATIONAL BANK,1112 18TH STREET ,HONDO,TX,788611833,78861,41,2014-10-22T10:46:46"
77422,26871,0,16317,51005106,COMMUNITY BANKERS' BANK,COMMUNITY BANKERS' BANK,2601 PROMENADE PARKWAY ,MIDLOTHIAN,VA,23113,23113,41,2014-10-30T14:47:41
77851,3973,0,0,91408446,FIRST BANK & TRUST,FIRST BANK AND TRUST,520 6TH STREET ,BROOKINGS,SD,57006,57006,41,2014-11-06T11:13:57
78157,26653,0,0,114918305,BANDERA BANK,BANDERA BANK,207 MAIN STREET ,BANDERA,TX,78003,78003,41,2014-10-24T11:25:07
"78241,21379,16256,0,82901376,""FIRST NATIONAL BANK OF MCGEHEE, THE"",FIRST NATIONAL BANK OF MCGEHEE,500 NORTH SECOND STREET ,MCGEHEE,AR,71654,71654,41,2014-10-22T18:28:12"
78559,25054,18154,0,102305373,SUMMIT NATIONAL BANK,SUMMIT NATIONAL BANK,133 MAIN STREET ,HULETT,WY,82720,82720,41,2014-10-27T10:57:53
78858,3258,0,0,113025150,PATRIOT BANK,PATRIOT BANK,7500 SAN FELIPE STREET SUITE 125,HOUSTON,TX,77063,77063,41,2014-10-30T17:13:21
79042,12166,0,0,83906668,WEST POINT BANK,WEST POINT BANK,600 WEST LINCOLN TRAIL BOULEVARD ,RADCLIFF,KY,40160,40160,41,2014-10-24T09:57:37
79127,6680,9815,0,44208512,HOME NATIONAL BANK,HOME NATIONAL BANK,502 ELM STREET ,RACINE,OH,45771,45771,41,2014-10-29T08:10:57
79145,13242,0,0,75907099,FARMERS & MERCHANTS STATE BANK,FARMERS AND MERCHANTS STATE BANK,210 WEST MADISON STREET ,WATERLOO,WI,53594,53594,41,2014-11-05T10:20:57
79257,8857,0,0,91905813,FIRST STATE BANK OF GROVE CITY,FIRST STATE BANK OF GROVE CITY,110 ATLANTIC AVE. WEST ,GROVE CITY,MN,56243,56243,41,2014-10-09T16:05:35
79855,5396,0,0,104901144,CITY BANK & TRUST CO.,CITY BANK AND TRUST CO.,2929 PINE LAKE ROAD ,LINCOLN,NE,68516,68516,41,2014-10-21T14:19:12
80020,7907,0,0,43312344,MANOR BANK,MANOR BANK,83 RACE STREET ,MANOR,PA,15665,15665,41,2014-10-22T15:12:02
80150,1122,0,0,91403865,FIRST FIDELITY BANK,FIRST FIDELITY BANK,745 MAIN STREET ,BURKE,SD,57523,57523,41,2014-10-15T10:11:12
80374,29345,703313,3313,241270903,FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION OF DELTA,FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION OF DELTA,404 MAIN STREET ,DELTA,OH,43515,43515,41,2014-10-17T11:50:10
80431,9179,0,14563,64105666,UNION BANK & TRUST COMPANY,UNION BANK AND TRUST COMPANY,201 EAST MAIN ,LIVINGSTON,TN,38570,38570,41,2014-10-30T13:20:53
80552,8199,0,0,91907785,STATE BANK OF HAMBURG,STATE BANK OF HAMBURG,591 PARK AVE. ,HAMBURG,MN,55339,55339,41,2014-10-21T09:00:24
80936,19195,0,14472,61101100,CAPITAL BANK,CAPITAL BANK,625 BATTLEFIELD PARKWAY ,FORT OGLETHORPE,GA,30742,30742,41,2014-10-30T09:46:54
81175,31485,707056,7056,304971932,EQUITABLE BANK,EQUITABLE BANK,113 NORTH LOCUST ,GRAND ISLAND,NE,68801,68801,41,2014-10-28T16:27:33
81429,27055,0,11640,53201953,CLOVER COMMUNITY BANK,CLOVER COMMUNITY BANK,124 NORTH MAIN ,CLOVER,SC,29710,29710,41,2014-10-23T12:27:12
82033,26829,20976,13325,63112728,FIRST NATIONAL BANK OF PASCO,FIRST NATIONAL BANK OF PASCO,13315 US HIGHWAY 301 ,DADE CITY,FL,33525,33525,41,2014-10-31T17:47:38
82257,6064,0,0,91407052,BRYANT STATE BANK,BRYANT STATE BANK,124 W. MAIN AVE. ,BRYANT,SD,57221,57221,41,2014-10-07T17:09:59
"82350,22835,0,0,84303118,""LAUDERDALE COUNTY BANK, THE"",LAUDERDALE COUNTY BANK,305 SOUTH CHURCH ,HALLS,TN,38040,38040,41,2014-10-28T17:08:15"
82659,10957,0,0,91904872,CITIZENS STATE BANK OF HAYFIELD,CITIZENS STATE BANK OF HAYFIELD,216 1ST AVENUE NE ,HAYFIELD,MN,55940,55940,41,2014-10-27T12:25:17
83151,8188,0,0,91907882,FLAGSHIP BANK MINNESOTA,FLAGSHIP BANK MINNESOTA,445 EAST LAKE STREET SUITE 110,WAYZATA,MN,55391,55391,41,2014-10-31T16:24:31
83236,19125,0,0,63201875,BANK OF THE SOUTH,BANK OF THE SOUTH,4410 WEST FAIRFIELD DRIVE ,PENSACOLA,FL,32506,32506,41,2014-10-30T14:57:23
83375,28362,0,0,307072443,CENTURY BANK,CENTURY BANK,100 SOUTH FEDERAL PLACE ,SANTA FE,NM,87501,87501,41,2014-10-27T14:30:33
83638,22953,16804,0,67010509,MERCANTIL COMMERCEBANK NATIONAL ASSOCIATION,MERCANTIL COMMERCEBANK NATIONAL ASSOCIATION,220 ALHAMBRA CIRCLE 12TH FLOOR,CORAL GABLES,FL,33134,33134,31,2014-11-07T14:14:21
83834,17906,0,0,65205031,AMERICAN BANK & TRUST COMPANY,AMERICAN BANK AND TRUST COMPANY,307 EAST LANDRY STREET ,OPELOUSAS,LA,70570,70570,41,2014-10-21T12:04:08
83852,1675,0,0,91404136,RICHLAND STATE BANK,RICHLAND STATE BANK,602 FIRST STREET ,BRUCE,SD,57220,57220,41,2014-10-22T16:21:10
83955,15255,0,0,84307965,GREENFIELD BANKING COMPANY,GREENFIELD BANKING COMPANY,202 NORTH FRONT STREET ,GREENFIELD,TN,38230,38230,41,2014-10-24T15:20:37
84046,10123,0,0,73921213,FIRST TRUST & SAVINGS BANK,FIRST TRUST AND SAVINGS BANK,1831 2ND STREET ,CORALVILLE,IA,522410760,52241,41,2014-10-24T09:54:49
84251,10652,0,0,104112988,FARMERS STATE BANK,FARMERS STATE BANK,220 EAST NEBRASKA STREET ,EWING,NE,68735,68735,41,2014-10-22T10:43:38
84541,15953,0,0,84202251,GUARANTY BANK AND TRUST COMPANY,GUARANTY BANK AND TRUST COMPANY,210 HAYDEN STREET ,BELZONI,MS,39038,39038,41,2014-10-29T17:56:58
84804,8908,0,0,21309997,CITIZENS BANK OF CAPE VINCENT,CITIZENS BANK OF CAPE VINCENT,154 BROADWAY ,CAPE VINCENT,NY,13618,13618,41,2014-10-22T17:06:24
85052,1167,0,0,102301717,UINTA BANK,UINTA BANK,695 PARKWAY DRIVE ,MOUNTAIN VIEW,WY,82939,82939,41,2014-11-13T14:18:37
85258,8212,0,0,91209441,EXCHANGE STATE BANK,EXCHANGE STATE BANK,310 GABRIELSON ROAD ,LUVERNE,MN,56156,56156,41,2014-10-16T17:28:48
85454,4130,0,0,103109507,BANK OF LAVERNE,BANK OF LAVERNE,111 E JANE JAYROE BLVD ,LAVERNE,OK,73848,73848,41,2014-10-20T14:01:39
85472,28359,701437,1437,231270353,OCEANFIRST BANK,OCEANFIRST BANK,975 HOOPER AVE ,TOMS RIVER,NJ,8753,8753,41,2014-10-30T11:12:12
85931,12609,0,12689,65200803,PATTERSON STATE BANK,PATTERSON STATE BANK,1130 HIGHWAY 90 WEST ,PATTERSON,LA,70392,70392,41,2014-10-07T15:59:27
"86349,14597,0,0,82900982,""UNION BANK OF MENA, THE"",UNION BANK OF MENA,303 HIGHWAY 71 NORTH ,MENA,AR,71953,71953,41,2014-11-12T17:02:01"
86358,11023,0,0,104102707,FRANKLIN STATE BANK,FRANKLIN STATE BANK,1502 M STREET ,FRANKLIN,NE,68939,68939,41,2014-10-17T14:28:12
86554,19813,0,0,84301479,CHESTER COUNTY BANK,CHESTER COUNTY BANK,224 WEST MAIN STREET ,HENDERSON,TN,38340,38340,41,2014-10-17T16:07:36
86675,29613,703758,3758,252071557,ROSEDALE FEDERAL SAVINGS AND LOAN ASSOCIATION,ROSEDALE FEDERAL SAVINGS AND LOAN ASSOCIATION,9616 BELAIR ROAD ,NOTTINGHAM,MD,21236,21236,41,2014-10-30T14:42:15
87047,12836,0,0,71211734,FIRST STATE BANK OF PORTER,FIRST STATE BANK OF PORTER,230 LINCOLN STREET ,PORTER,IN,46304,46304,41,2014-10-21T12:06:00
